countrycode,group,groupvalue,sr,indicator,grouplabel,regid,value,ss,se,country,iso2,sp_pop_totl,theme,abs
SLE,location,1,ipa,govtsupport,Urban,,92.87532,1179,.74948037,Sierra Leone,SL,7977000,sp,3155739.8
NGA,location,1,wb,healthseeking,Urban,,12.178123,221,2.2048559,Nigeria,NG,206140000,hn,3970351.5
TCD,poor,1,wb,remotelearning,Poor,,88.504066,289,1.8795656,Chad,TD,16426000,ed,1192956.8
COL,all,,ipa,govtsupport,National average,,72.093025,1505,1.1565892,Colombia,CO,50883000,sp,9949247
RWA,all,,ipa,cashtransfer_delay,National average,,21.73913,46,6.1487546,Rwanda,RW,12952000,sp,1293002.4
MWI,location,1,wb,fsec,Urban,,67.72139,596,1.916734,Malawi,MW,19130000,hn,2379761
SLE,location,2,ipa,remotelearning,Rural,,35.051544,97,4.8697019,Sierra Leone,SL,7977000,ed,102173.61
MWI,all,,wb,fsec,National average,,77.273033,1624,1.0402206,Malawi,MW,19130000,hn,7399037.5
TCD,location,2,wb,govtsupport,Rural,,96.739304,32,3.1898913,Chad,TD,16426000,sp,1658911.6
NGA,all,,wb,schoolreturn,National average,,4.7702789,1039,.66154504,Nigeria,NG,206140000,ed,3307066.8
NGA,location,2,wb,healthseeking,Rural,,9.4608688,479,1.3386582,Nigeria,NG,206140000,hn,6685329.5
MEX,wealth,5,ipa,cashtransfer_delay,Richest 20%,,25,28,8.333333,Mexico,MX,128933000,sp,1523723.8
MLI,location,2,wb,govtsupport,Rural,,94.749992,638,.88368994,Mali,ML,20251000,sp,3483302.3
COL,wealth,1,ipa,remotelearning,Poorest 20%,,3.6585388,164,1.470505,Colombia,CO,50883000,ed,136043.27
RWA,wealth,5,ipa,fsec,Richest 20%,,40.784313,255,3.0835295,Rwanda,RW,12952000,hn,419371.06
ETH,all,,wb,govtsupport,National average,,96.391464,2770,.35442397,Ethiopia,ET,114964000,sp,51849208
COL,wealth,5,ipa,govtsupport,Richest 20%,,85,280,2.1377306,Colombia,CO,50883000,sp,2182415.5
CIV,wealth,1,ipa,fsec,Poorest 20%,,53.521126,284,2.9648123,Cote d'Ivoire,CI,26378000,hn,1466046.8
UGA,location,1,wb,govtsupport,Urban,,96.727043,562,.75121266,Uganda,UG,45741000,sp,6011280.5
RWA,wealth,1,ipa,remotelearning,Poorest 20%,,17.940201,301,2.2152269,Rwanda,RW,12952000,ed,292125.38
MEX,wealth,1,ipa,remotelearning,Poorest 20%,,9.8591537,142,2.5105629,Mexico,MX,128933000,ed,925699.75
ZMB,all,,ipa,govtsupport,National average,,97.169815,1272,.4651581,Zambia,ZM,18384000,sp,9141466
MEX,all,,ipa,schoolreturn,National average,,13.138687,411,1.6683887,Mexico,MX,128933000,ed,3822494.3
RWA,all,,ipa,remotelearning,National average,,18.375496,751,1.4141622,Rwanda,RW,12952000,ed,746542.38
PHL,wealth,1,ipa,govtsupport,Poorest 20%,,16.304344,276,2.227598,Philippines,PH,109581000,sp,1271335.1
MWI,location,1,wb,govtsupport,Urban,,97.512444,596,.63849568,Malawi,MW,19130000,sp,3426632.5
GHA,wealth,1,ipa,healthseeking,Poorest 20%,,13.149847,327,1.8717026,Ghana,GH,31073000,hn,356922.59
PHL,location,2,ipa,fsec,Rural,,32.756634,867,1.5948337,Philippines,PH,109581000,hn,8035108.5
BFA,location,1,ipa,schoolreturn,Urban,,37.560974,820,1.692211,Burkina Faso,BF,20903000,ed,2373347.3
BFA,wealth,1,ipa,govtsupport,Poorest 20%,,84.727272,275,2.1731746,Burkina Faso,BF,20903000,sp,1838606.8
MWI,location,2,wb,schoolreturn,Rural,,14.172043,790,1.2416296,Malawi,MW,19130000,ed,609384.25
MLI,all,,wb,fsec,National average,,14.999564,1901,.81916821,Mali,ML,20251000,hn,1639597.5
NGA,all,,wb,fsec,National average,,80.351723,1789,.93967158,Nigeria,NG,206140000,hn,82975432
RWA,location,2,ipa,remotelearning,Rural,,23.07692,234,2.7601922,Rwanda,RW,12952000,ed,292125.28
CIV,wealth,1,ipa,govtsupport,Poorest 20%,,94.014084,284,1.4101604,Cote d'Ivoire,CI,26378000,sp,2563574.3
PHL,wealth,1,ipa,fsec,Poorest 20%,,43.84058,276,2.9921482,Philippines,PH,109581000,hn,3423408.8
BFA,all,,ipa,healthseeking,National average,,8.4319525,1352,.75597668,Burkina Faso,BF,20903000,hn,902902.69
BFA,wealth,1,ipa,remotelearning,Poorest 20%,,55.80357,224,3.3256164,Burkina Faso,BF,20903000,ed,1149241.9
SLE,all,,ipa,govtsupport,National average,,91.871162,1304,.75706214,Sierra Leone,SL,7977000,sp,3452580.8
UGA,location,1,wb,fsec,Urban,,35.144165,562,2.0156713,Uganda,UG,45741000,hn,2184099
GHA,wealth,1,ipa,fsec,Poorest 20%,,55.657494,327,2.7514596,Ghana,GH,31073000,hn,1514432.8
MWI,all,,wb,schoolreturn,National average,,15.37365,1222,1.0322466,Malawi,MW,19130000,ed,1022538.9
GHA,wealth,5,ipa,remotelearning,Richest 20%,,32.222221,90,4.9536624,Ghana,GH,31073000,ed,272005.81
BFA,location,2,ipa,healthseeking,Rural,,7.4534163,161,2.0763373,Burkina Faso,BF,20903000,hn,95042.391
BFA,location,1,ipa,remotelearning,Urban,,49.927219,687,1.9090068,Burkina Faso,BF,20903000,ed,3153519.8
ZMB,all,,ipa,remotelearning,National average,,42.01878,852,1.692001,Zambia,ZM,18384000,ed,2714946
CIV,all,,ipa,fsec,National average,,53.030304,1320,1.3741956,Cote d'Ivoire,CI,26378000,hn,6751531.5
MEX,all,,ipa,cashtransfer_delay,National average,,32.065216,184,3.4501474,Mexico,MX,128933000,sp,12842814
COL,wealth,5,ipa,healthseeking,Richest 20%,,45.878136,279,2.9885936,Colombia,CO,50883000,hn,1173736
TCD,poor,0,wb,govtsupport,Non poor,,93.757813,137,2.0744486,Chad,TD,16426000,sp,6883326
CIV,wealth,5,ipa,schoolreturn,Richest 20%,,23.529411,119,3.9049165,Cote d'Ivoire,CI,26378000,ed,362661.5
ETH,location,2,wb,govtsupport,Rural,,95.618988,775,.73567981,Ethiopia,ET,114964000,sp,14390293
COL,wealth,5,ipa,fsec,Richest 20%,,34.408604,279,2.8492763,Colombia,CO,50883000,hn,885006.38
TCD,poor,1,wb,govtsupport,Poor,,99.239098,27,1.7041942,Chad,TD,16426000,sp,1435875.9
PHL,all,,ipa,fsec,National average,,35.400143,1387,1.2845076,Philippines,PH,109581000,hn,13891683
KEN,location,2,wb,remotelearning,Rural,,31.207512,1269,1.3011892,Kenya,KE,53771000,ed,2557630.5
RWA,wealth,1,ipa,fsec,Poorest 20%,,63.276836,354,2.5656953,Rwanda,RW,12952000,hn,903260.75
ZMB,wealth,5,ipa,remotelearning,Richest 20%,,38.383839,99,4.9125671,Zambia,ZM,18384000,ed,288178.63
RWA,wealth,1,ipa,healthseeking,Poorest 20%,,15.211267,355,1.9087548,Rwanda,RW,12952000,hn,216721.86
SLE,location,1,ipa,remotelearning,Urban,,20.3125,768,1.4527106,Sierra Leone,SL,7977000,ed,468796.59
CIV,all,,ipa,schoolreturn,National average,,20.030121,664,1.5543479,Cote d'Ivoire,CI,26378000,ed,1722642.3
BFA,wealth,1,ipa,healthseeking,Poorest 20%,,9.818182,275,1.7976277,Burkina Faso,BF,20903000,hn,213845.38
BFA,all,,ipa,schoolreturn,National average,,36.84771,939,1.5750647,Burkina Faso,BF,20903000,ed,2666162.8
UGA,all,,wb,healthseeking,National average,,10.909904,1320,.85842574,Uganda,UG,45741000,hn,2652949.3
GHA,all,,ipa,remotelearning,National average,,40.909092,990,1.5634072,Ghana,GH,31073000,ed,3798702
MLI,poor,1,wb,govtsupport,Poor,,94.141769,500,1.0512936,Mali,ML,20251000,sp,2712337
ETH,all,,wb,fsec,National average,,46.612827,2766,.94868845,Ethiopia,ET,114964000,hn,25073156
SLE,all,,ipa,fsec,National average,,53.023254,1290,1.3901069,Sierra Leone,SL,7977000,hn,1992650
MLI,poor,1,wb,fsec,Poor,,18.571766,501,1.7391182,Mali,ML,20251000,hn,535016.81
RWA,wealth,5,ipa,healthseeking,Richest 20%,,8.8803091,259,1.7709663,Rwanda,RW,12952000,hn,92307.461
BFA,wealth,5,ipa,fsec,Richest 20%,,25.550661,227,2.9011974,Burkina Faso,BF,20903000,hn,457678.94
PHL,all,,ipa,cashtransfer_delay,National average,,38.28125,128,4.3132014,Philippines,PH,109581000,sp,15022284
MLI,location,1,wb,fsec,Urban,,15.011897,1262,1.0058641,Mali,ML,20251000,hn,1089360.1
COL,wealth,5,ipa,remotelearning,Richest 20%,,0,43,0,Colombia,CO,50883000,ed,0
MLI,location,2,wb,fsec,Rural,,14.994522,639,1.4134467,Mali,ML,20251000,hn,550947.19
GHA,wealth,1,ipa,remotelearning,Poorest 20%,,49.488056,293,2.9258752,Ghana,GH,31073000,ed,1360029.1
ZMB,wealth,1,ipa,govtsupport,Poorest 20%,,93.090912,275,1.5321059,Zambia,ZM,18384000,sp,1893378.1
MEX,all,,ipa,fsec,National average,,29.464958,1327,1.2519403,Mexico,MX,128933000,hn,11801355
GHA,wealth,5,ipa,fsec,Richest 20%,,54.368931,309,2.8381174,Ghana,GH,31073000,hn,1397937.9
NGA,location,2,wb,fsec,Rural,,80.786072,1083,1.1977403,Nigeria,NG,206140000,hn,50502040
GHA,wealth,5,ipa,healthseeking,Richest 20%,,8.2802544,314,1.5576903,Ghana,GH,31073000,hn,215813.66
GHA,wealth,5,ipa,govtsupport,Richest 20%,,77.531647,316,2.3516347,Ghana,GH,31073000,sp,2021160.1
BFA,location,2,ipa,govtsupport,Rural,,83.229813,161,2.9535778,Burkina Faso,BF,20903000,sp,1057396.1
MWI,all,,wb,healthseeking,National average,,1.2780991,1285,.31347767,Malawi,MW,19130000,hn,122380.38
ETH,location,2,wb,remotelearning,Rural,,84.93866,484,1.6274624,Ethiopia,ET,114964000,ed,11505528
TCD,all,,wb,healthseeking,National average,,23.596962,831,1.4738196,Chad,TD,16426000,hn,2073816.1
CIV,wealth,1,ipa,remotelearning,Poorest 20%,,27.188942,217,3.0273869,Cote d'Ivoire,CI,26378000,ed,555159
TCD,poor,0,wb,fsec,Non poor,,85.544113,1377,.94799984,Chad,TD,16426000,hn,5922387.5
MWI,location,2,wb,fsec,Rural,,79.481735,1028,1.2601398,Malawi,MW,19130000,hn,4817499.5
MWI,location,2,wb,healthseeking,Rural,,1.27565,812,.3940641,Malawi,MW,19130000,hn,77184.789
UGA,location,2,wb,govtsupport,Rural,,94.489723,1637,.56414074,Uganda,UG,45741000,sp,17104722
ZMB,all,,ipa,healthseeking,National average,,9.2503986,1254,.81851578,Zambia,ZM,18384000,hn,870251.81
ZMB,all,,ipa,schoolreturn,National average,,21.413506,948,1.3330389,Zambia,ZM,18384000,ed,1383584
ZMB,wealth,1,ipa,schoolreturn,Poorest 20%,,21.428574,224,2.7477455,Zambia,ZM,18384000,ed,327152.84
SLE,location,2,ipa,govtsupport,Rural,,82.400002,125,3.4198661,Sierra Leone,SL,7977000,sp,296841.25
RWA,location,2,ipa,govtsupport,Rural,,93.283585,402,1.2499691,Rwanda,RW,12952000,sp,1502984.6
NGA,all,,wb,govtsupport,National average,,95.858032,1789,.47123116,Nigeria,NG,206140000,sp,98988064
COL,wealth,1,ipa,healthseeking,Poorest 20%,,41.455696,316,2.7757423,Colombia,CO,50883000,hn,1201245.5
BFA,location,2,ipa,fsec,Rural,,27.95031,161,3.5477204,Burkina Faso,BF,20903000,hn,355095.72
MEX,wealth,1,ipa,schoolreturn,Poorest 20%,,8.6614151,127,2.5057418,Mexico,MX,128933000,ed,778655.94
BFA,wealth,5,ipa,govtsupport,Richest 20%,,68.281937,227,3.0956511,Burkina Faso,BF,20903000,sp,1223107.5
MLI,poor,0,wb,healthseeking,Non poor,,3.4017334,956,.58658773,Mali,ML,20251000,hn,275566.94
BFA,location,2,ipa,remotelearning,Rural,,46,100,5.0090828,Burkina Faso,BF,20903000,ed,422921.03
RWA,wealth,5,ipa,govtsupport,Richest 20%,,86.486488,259,2.1283762,Rwanda,RW,12952000,sp,897782.81
BFA,location,2,ipa,schoolreturn,Rural,,31.93277,119,4.2918677,Burkina Faso,BF,20903000,ed,292815.53
NGA,location,2,wb,schoolreturn,Rural,,5.3391266,633,.89425617,Nigeria,NG,206140000,ed,2255057
MEX,wealth,5,ipa,govtsupport,Richest 20%,,95,260,1.354244,Mexico,MX,128933000,sp,7460698
SLE,location,2,ipa,healthseeking,Rural,,4,125,1.7597654,Sierra Leone,SL,7977000,hn,14442.998
KEN,location,1,wb,remotelearning,Urban,,16.829391,1426,.9910869,Kenya,KE,53771000,ed,1549904.8
NGA,all,,wb,healthseeking,National average,,10.119888,700,1.1407253,Nigeria,NG,206140000,hn,10450331
ETH,location,1,wb,govtsupport,Urban,,97.957169,1995,.31679052,Ethiopia,ET,114964000,sp,37949224
CIV,wealth,1,ipa,healthseeking,Poorest 20%,,12.411347,282,1.9668907,Cote d'Ivoire,CI,26378000,hn,338602.63
UGA,all,,wb,govtsupport,National average,,95.205551,2199,.45570812,Uganda,UG,45741000,sp,23151028
GHA,all,,ipa,healthseeking,National average,,10.363973,1621,.7572633,Ghana,GH,31073000,hn,1394488.3
NGA,location,1,wb,fsec,Urban,,79.40448,706,1.5230505,Nigeria,NG,206140000,hn,32358894
TCD,location,2,wb,healthseeking,Rural,,24.903862,237,2.8150504,Chad,TD,16426000,hn,624206.38
GHA,wealth,1,ipa,govtsupport,Poorest 20%,,82.263,327,2.1156001,Ghana,GH,31073000,sp,2219151.5
ZMB,wealth,5,ipa,healthseeking,Richest 20%,,8.5470085,234,1.8315892,Zambia,ZM,18384000,hn,150043.42
UGA,location,2,wb,healthseeking,Rural,,12.059593,1025,1.0176785,Uganda,UG,45741000,hn,2277144.5
NGA,location,2,wb,govtsupport,Rural,,95.961456,1083,.59847659,Nigeria,NG,206140000,sp,59988672
COL,wealth,1,ipa,cashtransfer_delay,Poorest 20%,,24.390244,123,3.8879178,Colombia,CO,50883000,sp,1339861
MLI,location,1,wb,healthseeking,Urban,,5.005043,846,.75011128,Mali,ML,20251000,hn,358795.56
COL,wealth,1,ipa,govtsupport,Poorest 20%,,60.126583,316,2.7587967,Colombia,CO,50883000,sp,1742264.4
GHA,all,,ipa,fsec,National average,,52.875694,1617,1.2417376,Ghana,GH,31073000,hn,7114505
UGA,location,2,wb,fsec,Rural,,36.320087,1637,1.1890032,Uganda,UG,45741000,hn,6574736
PHL,wealth,5,ipa,fsec,Richest 20%,,23.869801,553,1.8144013,Philippines,PH,109581000,hn,3734627.8
COL,wealth,1,ipa,fsec,Poorest 20%,,72.292992,314,2.5297101,Colombia,CO,50883000,hn,2092671.3
TCD,location,1,wb,fsec,Urban,,75.472847,1256,1.2144988,Chad,TD,16426000,hn,4765990
SLE,all,,ipa,remotelearning,National average,,21.965317,865,1.4084963,Sierra Leone,SL,7977000,ed,570970.19
TCD,location,2,wb,fsec,Rural,,91.96965,492,1.2264467,Chad,TD,16426000,hn,2275005
KEN,location,2,wb,fsec,Rural,,44.924435,1810,1.1695035,Kenya,KE,53771000,hn,4895500
TCD,location,1,wb,remotelearning,Urban,,72.16819,968,1.4412204,Chad,TD,16426000,ed,3258253.3
MEX,wealth,5,ipa,schoolreturn,Richest 20%,,14.634148,41,5.5885072,Mexico,MX,128933000,ed,424721.56
SLE,all,,ipa,healthseeking,National average,,4.9192929,1301,.59982681,Sierra Leone,SL,7977000,hn,184870.38
CIV,wealth,1,ipa,schoolreturn,Poorest 20%,,17.361115,144,3.1674733,Cote d'Ivoire,CI,26378000,ed,323805
MLI,location,1,wb,govtsupport,Urban,,93.565758,1259,.69177812,Mali,ML,20251000,sp,6787877
MLI,poor,0,wb,govtsupport,Non poor,,94.56617,1397,.60670584,Mali,ML,20251000,sp,7612433
PHL,wealth,5,ipa,cashtransfer_delay,Richest 20%,,34.042553,47,6.9865708,Philippines,PH,109581000,sp,4905235.5
MEX,all,,ipa,govtsupport,National average,,91.930618,1326,.74824232,Mexico,MX,128933000,sp,36820204
MWI,location,2,wb,govtsupport,Rural,,99.25705,1028,.26796314,Malawi,MW,19130000,sp,6016109
MEX,wealth,5,ipa,fsec,Richest 20%,,14.615385,260,2.1950533,Mexico,MX,128933000,hn,1146934.8
ETH,all,,wb,remotelearning,National average,,82.619194,1322,1.0426152,Ethiopia,ET,114964000,ed,30568080
BFA,wealth,5,ipa,healthseeking,Richest 20%,,4.8458152,227,1.428378,Burkina Faso,BF,20903000,hn,87122.195
ETH,location,1,wb,fsec,Urban,,43.950848,1993,1.1120479,Ethiopia,ET,114964000,hn,17034364
SLE,wealth,5,ipa,govtsupport,Richest 20%,,95.111115,225,1.4407768,Sierra Leone,SL,7977000,sp,616738.19
PHL,location,1,ipa,govtsupport,Urban,,13.435699,521,1.4955395,Philippines,PH,109581000,sp,1977632.6
SLE,wealth,5,ipa,healthseeking,Richest 20%,,3.6036036,222,1.2537264,Sierra Leone,SL,7977000,hn,23108.795
MEX,wealth,1,ipa,healthseeking,Poorest 20%,,29.588015,267,2.7985971,Mexico,MX,128933000,hn,2389819.8
NGA,location,1,wb,govtsupport,Urban,,95.632477,706,.7697078,Nigeria,NG,206140000,sp,38972124
MWI,location,1,wb,schoolreturn,Urban,,20.654045,432,1.9499629,Malawi,MW,19130000,ed,485646.81
COL,all,,ipa,cashtransfer_delay,National average,,24.271845,309,2.4428945,Colombia,CO,50883000,sp,3349652.5
KEN,location,2,wb,govtsupport,Rural,,97.932709,1810,.33453771,Kenya,KE,53771000,sp,10671911
COL,all,,ipa,healthseeking,National average,,43.455151,1505,1.2781836,Colombia,CO,50883000,hn,5997057.5
BFA,wealth,1,ipa,schoolreturn,Poorest 20%,,40.909092,242,3.1670997,Burkina Faso,BF,20903000,ed,762861.63
TCD,all,,wb,fsec,National average,,87.95195,1748,.77881563,Chad,TD,16426000,hn,7729646.5
MLI,all,,wb,healthseeking,National average,,3.4577789,1290,.5088982,Mali,ML,20251000,hn,377968.72
TCD,all,,wb,govtsupport,National average,,95.658058,164,1.5962797,Chad,TD,16426000,sp,8406897
KEN,all,,wb,remotelearning,National average,,26.80439,2695,.85338825,Kenya,KE,53771000,ed,4665323.5
COL,all,,ipa,remotelearning,National average,,3.8202209,445,.909693,Colombia,CO,50883000,ed,385455.28
RWA,location,1,ipa,healthseeking,Urban,,13.240741,1080,1.0318185,Rwanda,RW,12952000,hn,573911.56
BFA,location,1,ipa,fsec,Urban,,29.264214,1196,1.316146,Burkina Faso,BF,20903000,hn,2761855.8
RWA,location,2,ipa,healthseeking,Rural,,14.676617,402,1.7671558,Rwanda,RW,12952000,hn,236788.69
ZMB,wealth,5,ipa,govtsupport,Richest 20%,,97.890297,237,.93545878,Zambia,ZM,18384000,sp,1715873.9
UGA,location,1,wb,healthseeking,Urban,,7.5648041,295,1.5422115,Uganda,UG,45741000,hn,411105.94
ETH,location,1,wb,healthseeking,Urban,,6.9001923,547,1.0846975,Ethiopia,ET,114964000,hn,2560229.3
BFA,all,,ipa,remotelearning,National average,,49.428207,787,1.7833244,Burkina Faso,BF,20903000,ed,3576440.8
SLE,location,1,ipa,healthseeking,Urban,,5.0170069,1176,.63683414,Sierra Leone,SL,7977000,hn,170427.38
SLE,location,2,ipa,fsec,Rural,,60.799999,125,4.3841357,Sierra Leone,SL,7977000,hn,221405.56
ETH,location,1,wb,remotelearning,Urban,,75.286957,838,1.4909403,Ethiopia,ET,114964000,ed,17657106
BFA,all,,ipa,govtsupport,National average,,77.229179,1357,1.1388072,Burkina Faso,BF,20903000,sp,8269784.5
SLE,wealth,1,ipa,fsec,Poorest 20%,,64.492752,276,2.8856764,Sierra Leone,SL,7977000,hn,518555.13
SLE,wealth,5,ipa,remotelearning,Richest 20%,,18.181816,33,6.818182,Sierra Leone,SL,7977000,ed,18030.635
TCD,location,1,wb,govtsupport,Urban,,93.388527,132,2.1710019,Chad,TD,16426000,sp,6605988
PHL,wealth,5,ipa,govtsupport,Richest 20%,,11.191338,554,1.3406211,Philippines,PH,109581000,sp,1751617.9
TCD,location,2,wb,remotelearning,Rural,,89.676819,288,1.7959981,Chad,TD,16426000,ed,1204581.9
UGA,all,,wb,fsec,National average,,35.943851,2199,1.0234789,Uganda,UG,45741000,hn,8740426
TCD,poor,0,wb,healthseeking,Non poor,,24.729141,645,1.7001021,Chad,TD,16426000,hn,1686871.1
TCD,poor,0,wb,remotelearning,Non poor,,82.091766,967,1.2336377,Chad,TD,16426000,ed,3702454.5
NGA,location,1,wb,schoolreturn,Urban,,3.5029831,406,.91358429,Nigeria,NG,206140000,ed,948959.5
PHL,all,,ipa,govtsupport,National average,,10.943123,1389,.83793372,Philippines,PH,109581000,sp,4294287.5
SLE,location,1,ipa,fsec,Urban,,52.188843,1165,1.464121,Sierra Leone,SL,7977000,hn,1771244.5
PHL,location,1,ipa,cashtransfer_delay,Urban,,35.294117,34,8.318903,Philippines,PH,109581000,sp,3678926.5
PHL,location,1,ipa,schoolreturn,Urban,,27.681664,289,2.6364775,Philippines,PH,109581000,ed,2789334.5
RWA,location,2,ipa,fsec,Rural,,60.349129,401,2.4458616,Rwanda,RW,12952000,hn,975844.31
SLE,wealth,5,ipa,fsec,Richest 20%,,46.875,224,3.3417017,Sierra Leone,SL,7977000,hn,305889.25
RWA,wealth,1,ipa,govtsupport,Poorest 20%,,91.549294,355,1.4783332,Rwanda,RW,12952000,sp,1302586.6
BFA,wealth,1,ipa,fsec,Poorest 20%,,39.272728,275,2.9502726,Burkina Faso,BF,20903000,hn,852229.81
MLI,location,2,wb,healthseeking,Rural,,2.8307953,444,.78798288,Mali,ML,20251000,hn,106502.63
PHL,wealth,1,ipa,schoolreturn,Poorest 20%,,26.495728,117,4.0974646,Philippines,PH,109581000,ed,1080867
MEX,wealth,5,ipa,remotelearning,Richest 20%,,2.3809509,42,2.3809524,Mexico,MX,128933000,ed,66121.383
MWI,all,,wb,govtsupport,National average,,98.929398,1624,.25545686,Malawi,MW,19130000,sp,9472675
RWA,location,1,ipa,govtsupport,Urban,,87.037033,1080,1.022571,Rwanda,RW,12952000,sp,3767481.3
TCD,all,,wb,remotelearning,National average,,84.572113,1256,1.0196354,Chad,TD,16426000,ed,4954279
TCD,poor,1,wb,fsec,Poor,,92.626541,371,1.358634,Chad,TD,16426000,hn,1727754.8
TCD,location,1,wb,healthseeking,Urban,,19.58979,594,1.6298331,Chad,TD,16426000,hn,1230635.3
MLI,poor,1,wb,healthseeking,Poor,,3.5542831,334,1.0146011,Mali,ML,20251000,hn,100592.92
CIV,all,,ipa,healthseeking,National average,,13.601824,1316,.94533986,Cote d'Ivoire,CI,26378000,hn,1731710.6
KEN,all,,wb,fsec,National average,,45.085411,4061,.7809062,Kenya,KE,53771000,hn,11023129
KEN,location,2,wb,healthseeking,Rural,,14.790443,443,1.6885877,Kenya,KE,53771000,hn,1549291.9
ZMB,all,,ipa,fsec,National average,,47.682117,906,1.6602694,Zambia,ZM,18384000,hn,4485801
MEX,wealth,1,ipa,fsec,Poorest 20%,,48.314606,267,3.0639546,Mexico,MX,128933000,hn,3893541.5
MLI,all,,wb,govtsupport,National average,,94.406303,1897,.52775323,Mali,ML,20251000,sp,10319523
PHL,location,2,ipa,schoolreturn,Rural,,22.744362,532,1.8190922,Philippines,PH,109581000,ed,4218868
ETH,location,2,wb,fsec,Rural,,47.925804,773,1.7979903,Ethiopia,ET,114964000,hn,7204440.5
NGA,location,2,wb,remotelearning,Rural,,48.370625,924,1.6448959,Nigeria,NG,206140000,ed,21150236
KEN,all,,wb,healthseeking,National average,,15.229858,1034,1.117942,Kenya,KE,53771000,hn,3723614.5
COL,all,,ipa,fsec,National average,,58.583836,1497,1.2735267,Colombia,CO,50883000,hn,8084902
PHL,wealth,5,ipa,schoolreturn,Richest 20%,,25,352,2.3112509,Philippines,PH,109581000,ed,3068267.5
ZMB,wealth,1,ipa,healthseeking,Poorest 20%,,6.4885497,262,1.5247054,Zambia,ZM,18384000,hn,127536.9
ZMB,wealth,1,ipa,remotelearning,Poorest 20%,,51.442307,208,3.473794,Zambia,ZM,18384000,ed,811450.31
ZMB,wealth,5,ipa,fsec,Richest 20%,,40.350876,171,3.7627387,Zambia,ZM,18384000,hn,716482.13
MEX,wealth,1,ipa,cashtransfer_delay,Poorest 20%,,44.736843,38,8.174283,Mexico,MX,128933000,sp,3700472
ZMB,wealth,5,ipa,schoolreturn,Richest 20%,,19.469025,113,3.7414899,Zambia,ZM,18384000,ed,149945.03
MEX,all,,ipa,healthseeking,National average,,33.383686,1324,1.2965149,Mexico,MX,128933000,hn,13370890
CIV,all,,ipa,govtsupport,National average,,96.003014,1326,.53814667,Cote d'Ivoire,CI,26378000,sp,12222584
RWA,location,1,ipa,remotelearning,Urban,,16.247581,517,1.6239333,Rwanda,RW,12952000,ed,454417.19
ZMB,wealth,1,ipa,fsec,Poorest 20%,,56.701031,194,3.5666099,Zambia,ZM,18384000,hn,1142217.9
SLE,wealth,1,ipa,healthseeking,Poorest 20%,,6.7615657,281,1.5005211,Sierra Leone,SL,7977000,hn,54883.391
ETH,location,2,wb,healthseeking,Rural,,6.0051651,246,1.5178586,Ethiopia,ET,114964000,hn,1002052.4
RWA,location,1,ipa,fsec,Urban,,54.376163,1074,1.5205487,Rwanda,RW,12952000,hn,2354929.8
GHA,all,,ipa,govtsupport,National average,,76.272224,1631,1.0537022,Ghana,GH,31073000,sp,10262544
RWA,all,,ipa,healthseeking,National average,,13.630229,1482,.89156896,Rwanda,RW,12952000,hn,810700.25
PHL,location,1,ipa,fsec,Urban,,39.807693,520,2.1486731,Philippines,PH,109581000,hn,5856575.5
NGA,all,,wb,remotelearning,National average,,43.384933,1465,1.2952838,Nigeria,NG,206140000,ed,30077248
ETH,all,,wb,healthseeking,National average,,6.3076248,793,.86381835,Ethiopia,ET,114964000,hn,3392887
KEN,location,1,wb,fsec,Urban,,45.370152,2251,1.0495638,Kenya,KE,53771000,hn,6148675.5
TCD,poor,1,wb,healthseeking,Poor,,21.419487,186,3.0163109,Chad,TD,16426000,hn,421342.41
PHL,location,2,ipa,cashtransfer_delay,Rural,,39.361702,94,5.0660439,Philippines,PH,109581000,sp,11343357
CIV,wealth,5,ipa,remotelearning,Richest 20%,,8.2191772,146,2.2808995,Cote d'Ivoire,CI,26378000,ed,112913.68
MEX,wealth,5,ipa,healthseeking,Richest 20%,,35.135136,259,2.9721158,Mexico,MX,128933000,hn,2752830.3
CIV,wealth,5,ipa,healthseeking,Richest 20%,,12.4,250,2.0886383,Cote d'Ivoire,CI,26378000,hn,299905.16
CIV,wealth,5,ipa,govtsupport,Richest 20%,,96.047432,253,1.2273893,Cote d'Ivoire,CI,26378000,sp,2333140.8
BFA,wealth,5,ipa,remotelearning,Richest 20%,,48.57143,35,8.5714283,Burkina Faso,BF,20903000,ed,156296.89
CIV,wealth,5,ipa,fsec,Richest 20%,,52.589642,251,3.1580334,Cote d'Ivoire,CI,26378000,hn,1273145.9
BFA,wealth,5,ipa,schoolreturn,Richest 20%,,33.333336,66,5.8470535,Burkina Faso,BF,20903000,ed,169524.83
BFA,location,1,ipa,govtsupport,Urban,,76.421402,1196,1.2279552,Burkina Faso,BF,20903000,sp,7212388.5
KEN,location,1,wb,healthseeking,Urban,,15.980743,591,1.5085577,Kenya,KE,53771000,hn,2233226.5
CIV,all,,ipa,remotelearning,National average,,20.897156,914,1.3455637,Cote d'Ivoire,CI,26378000,ed,1797209.5
KEN,all,,wb,govtsupport,National average,,97.264557,4061,.25599304,Kenya,KE,53771000,sp,23780636
MEX,all,,ipa,remotelearning,National average,,6.3636398,440,1.165045,Mexico,MX,128933000,ed,1851400.9
