countrycode,group,groupvalue,sr,round,indicator,grouplabel,regid,value,ss,se,month,year,disagreggation,last,country,iso2,sp_pop_totl,regioncode,regionname,theme,abs
VNM,location,2,wb,1,schoolreturn,Rural,,1.9458771,2397,.28219339,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,ed,254971.8
GAB,all,,wb_dashboard,1,govtsupport,National average,,59.329449,1630,,5,2020,0,1,Gabon,GA,2226000,SSF,Sub-Saharan Africa,sp,562683.44
ETH,location,2,wb,1,remotelearning,Rural,,87.591438,694,1.2523477,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,ed,17012844
MLI,poor,0,wb,3,govtsupport,Non poor,,94.56617,1397,.60670584,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,8247165
GHA,wealth,1,ipa,1,govtsupport,Poorest 20%,,82.263,327,2.1156001,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,sp,2219151.5
KEN,location,2,wb,2,remotelearning,Rural,,18.944344,1431,1.0362474,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,1752749.9
ETH,location,1,wb,3,fsec,Urban,,49.290855,2120,1.0860776,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,20321398
ETH,location,2,wb,4,healthseeking,Rural,,6.6977921,257,1.5623988,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,1624401.9
ETH,location,1,wb,4,remotelearning,Urban,,61.212547,860,1.6625292,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,ed,14733118
NGA,location,2,wb,1,fsec,Rural,,100,923,7.3126498e-16,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,62996600
SLE,wealth,1,ipa,1,fsec,Poorest 20%,,64.492752,276,2.8856764,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,518555.13
PHL,location,2,ipa,1,govtsupport,Rural,,9.4470062,868,.99331939,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,sp,2316655.8
DOM,all,,wb_dashboard,3,remotelearning,National average,,21.462891,83,,8,2020,0,1,Dominican Republic,DO,10848000,LCN,Latin America and Caribbean,ed,547544.13
UZB,all,,wb_dashboard,4,healthseeking,National average,,17.826553,83,,7,2020,0,,Uzbekistan,UZ,34074000,ECS,Europe and Central Asia,hn,4588656
KEN,location,2,wb,1,healthseeking,Rural,,14.790443,443,1.6885877,,,1,,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,1854129.4
SEN,all,,wb_dashboard,1,remotelearning,National average,,45.852345,1034,,5,2020,0,1,Senegal,SN,16744000,SSF,Sub-Saharan Africa,ed,2572077.3
ETH,all,,wb,4,govtsupport,National average,,94.85025,2878,.41204295,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,sp,53009420
SLE,all,,ipa,1,fsec,National average,,53.023254,1290,1.3901069,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,1992650
COL,wealth,1,ipa,1,cashtransfer_delay,Poorest 20%,,24.390244,123,3.8879178,,,1,1,Colombia,CO,50883000,LCN,Latin America and Caribbean,sp,1339861
MLI,poor,1,wb,5,healthseeking,Poor,,2.1252365,369,.75182217,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,66451.156
MEX,all,,ipa,1,govtsupport,National average,,91.930618,1326,.74824232,,,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,sp,36820204
SLE,location,1,ipa,1,healthseeking,Urban,,5.0170069,1176,.63683414,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,170427.38
TCD,location,2,wb,1,healthseeking,Rural,,24.903862,237,2.8150504,,,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,624206.38
NGA,all,,wb,5,remotelearning,National average,,37.485271,952,1.5697527,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,25987220
NGA,location,1,wb,1,govtsupport,Urban,,86.139145,755,1.2583736,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,37539760
MLI,poor,0,wb,1,remotelearning,Non poor,,74.124321,922,1.4431,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,4008332.5
MLI,location,2,wb,3,healthseeking,Rural,,2.8307953,444,.78798288,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,hn,106502.63
ZWE,all,,wb_dashboard,1,remotelearning,National average,,59.507938,1153,,6,2020,0,1,Zimbabwe,ZW,14863000,SSF,Sub-Saharan Africa,ed,3063026.5
CRI,all,,wb_dashboard,1,healthseeking,National average,,9.5578461,308,,5,2020,0,,Costa Rica,CR,5094000,LCN,Latin America and Caribbean,hn,179700.7
CRI,all,,wb_dashboard,1,remotelearning,National average,,3.0971375,418,,5,2020,0,,Costa Rica,CR,5094000,LCN,Latin America and Caribbean,ed,48629.184
ETH,location,2,wb,1,healthseeking,Rural,,18.881798,138,3.3436482,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,2458958
CRI,all,,wb_dashboard,2,healthseeking,National average,,4.3400726,209,,7,2020,0,,Costa Rica,CR,5094000,LCN,Latin America and Caribbean,hn,55370.992
BOL,all,,wb_dashboard,2,remotelearning,National average,,22.58065,448,,6,2020,0,,Bolivia,BO,11673000,LCN,Latin America and Caribbean,ed,683769.63
CRI,all,,wb_dashboard,2,remotelearning,National average,,3.571228,247,,7,2020,0,,Costa Rica,CR,5094000,LCN,Latin America and Caribbean,ed,33134.066
BGR,all,,wb_dashboard,1,healthseeking,National average,,7.4293518,305,,7,2020,0,1,Bulgaria,BG,6923000,ECS,Europe and Central Asia,hn,90286.383
GTM,all,,wb_dashboard,2,govtsupport,National average,,74.132126,625,,7,2020,0,,Guatemala,GT,16918000,LCN,Latin America and Caribbean,sp,5299435
PHL,wealth,5,ipa,1,fsec,Richest 20%,,23.869801,553,1.8144013,,,1,1,Philippines,PH,109581000,EAS,East Asia and Pacific,hn,3734627.8
NGA,location,2,wb,2,cashtransfer_delay,Rural,,19.375698,167,3.0676627,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,32440754
COL,all,,ipa,1,healthseeking,National average,,43.455151,1505,1.2781836,,,1,1,Colombia,CO,50883000,LCN,Latin America and Caribbean,hn,5997057.5
DJI,all,,wb,1,govtsupport,National average,,66.09346,1486,1.2284508,7,2020,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,sp,224664.23
VNM,location,2,wb,1,healthseeking,Rural,,4.8977737,1328,.59246016,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,921436
DJI,all,,wb,1,remotelearning,National average,,14.438736,660,1.3691798,7,2020,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,ed,34762.266
MWI,all,,wb,3,healthseeking,National average,,1.2780991,1285,.31347767,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,217208.27
DJI,location,1,wb,1,fsec,Urban,,25.663637,1486,1.1334348,,,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,hn,87235.578
DJI,location,1,wb,1,govtsupport,Urban,,66.09346,1486,1.2284508,,,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,sp,224664.23
DJI,poor,0,wb,1,fsec,Non poor,,25.516949,700,1.6489387,,,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,hn,40858.594
UGA,location,1,wb,2,healthseeking,Urban,,7.5648041,295,1.5422115,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,411105.94
BFA,poor,1,wb,3,healthseeking,Poor,,7.0903091,381,1.3166529,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,314423.59
DJI,poor,0,wb,1,remotelearning,Non poor,,14.455711,207,2.450088,,,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,ed,10915.529
ETH,location,2,wb,2,healthseeking,Rural,,13.838867,211,2.3828478,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,2755571.5
MEX,all,,ipa,1,healthseeking,National average,,33.383686,1324,1.2965149,,,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,hn,13370890
KEN,location,2,wb,1,fsec,Rural,,44.924435,1810,1.1695035,,,1,,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,4895500
RWA,wealth,1,ipa,1,healthseeking,Poorest 20%,,15.211267,355,1.9087548,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,216721.86
SLV,all,,wb_dashboard,3,govtsupport,National average,,64.274521,604,,8,2020,0,1,El Salvador,SV,6486000,LCN,Latin America and Caribbean,sp,1332026.5
HND,all,,wb_dashboard,2,govtsupport,National average,,88.706512,550,,7,2020,0,,Honduras,HN,9905000,LCN,Latin America and Caribbean,sp,3421711.8
DOM,all,,wb_dashboard,1,healthseeking,National average,,27.209518,246,,5,2020,0,,Dominican Republic,DO,10848000,LCN,Latin America and Caribbean,hn,995334.88
TCD,all,,wb,1,fsec,National average,,87.95195,1748,.77881563,6,2020,1,1,Chad,TD,16426000,SSF,Sub-Saharan Africa,hn,7729646.5
DOM,all,,wb_dashboard,2,remotelearning,National average,,9.0160141,119,,7,2020,0,,Dominican Republic,DO,10848000,LCN,Latin America and Caribbean,ed,329772.41
ECU,all,,wb_dashboard,1,govtsupport,National average,,87.741959,1227,,5,2020,0,,Ecuador,EC,17643000,LCN,Latin America and Caribbean,sp,7278285.5
KEN,wealth,1,wb,2,schoolreturn,Poorest 20%,,1.8013763,175,1.0082771,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,22222.723
RWA,location,1,ipa,1,govtsupport,Urban,,87.037033,1080,1.022571,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,3767481.3
COL,wealth,1,ipa,1,healthseeking,Poorest 20%,,41.455696,316,2.7757423,,,1,1,Colombia,CO,50883000,LCN,Latin America and Caribbean,hn,1201245.5
MWI,location,2,wb,3,healthseeking,Rural,,1.27565,812,.3940641,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,136992.34
ETH,all,,wb,4,fsec,National average,,48.962635,2878,.93197995,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,27403558
UGA,all,,wb,2,healthseeking,National average,,10.909904,1320,.85842574,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,hn,2652949.3
MWI,location,2,wb,3,schoolreturn,Rural,,14.172043,790,1.2416296,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,ed,609384.25
NGA,location,1,wb,1,remotelearning,Urban,,29.323227,522,1.9944602,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,11146653
NGA,all,,wb,4,schoolreturn,National average,,4.7702789,1039,.66154504,8,2020,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,ed,3307066.8
DJI,poor,1,wb,1,govtsupport,Poor,,56.556057,786,1.7691691,,,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,sp,101685.33
MWI,location,2,wb,2,healthseeking,Rural,,13.776833,490,1.5585912,,,1,,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,892800
KEN,all,,wb,2,healthseeking,National average,,5.3833923,864,.76825666,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,1316209.1
MLI,all,,wb,3,govtsupport,National average,,94.406303,1897,.52775323,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,11179974
ETH,all,,wb,4,remotelearning,National average,,76.10025,1370,1.152625,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,ed,29178464
MWI,location,1,wb,3,healthseeking,Urban,,1.2894211,473,.51928848,,,1,1,Malawi,MW,19130000,SSF,Sub-Saharan Africa,hn,80661.18
ETH,all,,wb,5,remotelearning,National average,,82.619194,1322,1.0426152,,,1,1,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,ed,30568080
SLV,all,,wb_dashboard,2,govtsupport,National average,,43.195164,625,,7,2020,0,,El Salvador,SV,6486000,LCN,Latin America and Caribbean,sp,926301.19
UGA,location,2,wb,2,govtsupport,Rural,,94.489723,1637,.56414074,,,1,1,Uganda,UG,45741000,SSF,Sub-Saharan Africa,sp,17104722
ETH,location,1,wb,1,healthseeking,Urban,,7.3853378,432,1.2597558,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,3010806.3
BFA,location,2,wb,1,remotelearning,Rural,,14.473442,447,1.665977,,,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,370346.69
KEN,wealth,1,wb,1,govtsupport,Poorest 20%,,99.089859,887,.31904462,,,1,,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,5291620.5
BFA,poor,1,wb,3,govtsupport,Poor,,92.288086,626,1.0671216,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,3111833.8
ETH,all,,wb,5,healthseeking,National average,,6.3076248,793,.86381835,,,1,1,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,4720279.5
GHA,all,,ipa,1,govtsupport,National average,,76.272224,1631,1.0537022,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,sp,10262544
BFA,poor,0,wb,3,govtsupport,Non poor,,93.788696,1387,.64831334,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,7006859
BFA,poor,0,wb,2,remotelearning,Non poor,,26.836685,861,1.5109911,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,1322699.3
SLE,wealth,1,ipa,1,healthseeking,Poorest 20%,,6.7615657,281,1.5005211,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,hn,54883.391
ETH,all,,wb,1,govtsupport,National average,,90.743538,3249,.50853682,4,2020,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,sp,57251804
ETH,all,,wb,3,healthseeking,National average,,13.970146,589,1.4296721,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,7765062
MLI,location,1,wb,1,remotelearning,Urban,,70.00248,861,1.5626085,,,1,1,Mali,ML,20251000,SSF,Sub-Saharan Africa,ed,3534994
MEX,wealth,5,ipa,1,cashtransfer_delay,Richest 20%,,25,28,8.333333,,,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,sp,1523723.8
BFA,location,1,wb,3,fsec,Urban,,42.554981,863,1.6840219,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,2771351.3
ETH,location,2,wb,5,fsec,Rural,,47.925804,773,1.7979903,,,1,1,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,7204440.5
ZMB,wealth,5,ipa,1,govtsupport,Richest 20%,,97.890297,237,.93545878,,,1,1,Zambia,ZM,18384000,SSF,Sub-Saharan Africa,sp,1715873.9
RWA,all,,ipa,1,fsec,National average,,56,1475,1.2929199,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,3330774.3
BFA,location,1,wb,2,healthseeking,Urban,,3.8138504,566,.80577511,,,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,251249.41
NGA,location,1,wb,1,healthseeking,Urban,,31.674873,206,3.2491572,,,1,,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,hn,11248889
RWA,all,,ipa,1,healthseeking,National average,,13.630229,1482,.89156896,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,hn,810700.25
SLV,all,,wb_dashboard,1,remotelearning,National average,,1.9376068,498,,6,2020,0,,El Salvador,SV,6486000,LCN,Latin America and Caribbean,ed,37401.867
BFA,location,2,wb,2,remotelearning,Rural,,28.34433,431,2.1733224,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,699314.5
ETH,location,1,wb,5,healthseeking,Urban,,6.9001923,547,1.0846975,,,1,1,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,hn,3561863
BFA,all,,wb,1,remotelearning,National average,,12.405899,1599,.82463771,6,2020,1,,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,1135548.9
RWA,wealth,1,ipa,1,govtsupport,Poorest 20%,,91.549294,355,1.4783332,,,1,1,Rwanda,RW,12952000,SSF,Sub-Saharan Africa,sp,1302586.6
SLE,wealth,5,ipa,1,remotelearning,Richest 20%,,18.181816,33,6.818182,,,1,1,Sierra Leone,SL,7977000,SSF,Sub-Saharan Africa,ed,18030.635
MLI,poor,1,wb,1,govtsupport,Poor,,97.559601,444,.7331003,,,1,,Mali,ML,20251000,SSF,Sub-Saharan Africa,sp,2704117
KEN,all,,wb,1,govtsupport,National average,,97.264557,4061,.25599304,6,2020,1,,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,23780636
PER,location,2,yl,1,govtsupport,Rural,,35.376144,2725,.91611111,,,1,1,Peru,PE,32972000,LCN,Latin America and Caribbean,sp,616160.19
ZWE,all,,wb_dashboard,1,healthseeking,National average,,21.597923,425,,6,2020,0,1,Zimbabwe,ZW,14863000,SSF,Sub-Saharan Africa,hn,1564705.9
NGA,location,2,wb,3,cashtransfer_delay,Rural,,15.082652,67,4.4051948,,,1,1,Nigeria,NG,206140000,SSF,Sub-Saharan Africa,sp,10131404
MEX,all,,ipa,1,fsec,National average,,29.464958,1327,1.2519403,,,1,1,Mexico,MX,128933000,LCN,Latin America and Caribbean,hn,11801355
IND,poor,1,yl,1,remotelearning,Poor,,82.32373,1007,1.2027042,,,1,1,India (Andhra Pradesh & Telangana),IN,1380004000,SAS,South Asia,ed,147900192
GTM,all,,wb_dashboard,3,govtsupport,National average,,89.500946,636,,8,2020,0,1,Guatemala,GT,16918000,LCN,Latin America and Caribbean,sp,6510703
CRI,all,,wb_dashboard,2,govtsupport,National average,,59.529175,636,,7,2020,0,,Costa Rica,CR,5094000,LCN,Latin America and Caribbean,sp,759478
CIV,wealth,5,ipa,1,schoolreturn,Richest 20%,,23.529411,119,3.9049165,,,1,1,Cote d'Ivoire,CI,26378000,SSF,Sub-Saharan Africa,ed,362661.5
PER,location,2,yl,1,remotelearning,Rural,,10.628021,207,2.1473026,,,1,1,Peru,PE,32972000,LCN,Latin America and Caribbean,ed,198197.34
VNM,location,2,wb,1,fsec,Rural,,37.516563,4421,.72825396,,,1,1,Vietnam,VN,97339000,EAS,East Asia and Pacific,hn,7075944
ETH,location,2,wb,3,remotelearning,Rural,,76.283508,553,1.8103852,,,1,,Ethiopia,ET,114964000,SSF,Sub-Saharan Africa,ed,11806239
DJI,poor,0,wb,1,govtsupport,Non poor,,67.343994,700,1.7737498,,,1,1,Djibouti,DJ,988000,MEA,Middle East and North Africa,sp,107833.46
BFA,region,10,wb,3,fsec,Nord,BFA.10_1,80.952377,105,3.850512,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,641430
BFA,region,10,wb,3,healthseeking,Nord,BFA.10_1,20,65,5,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,151310.23
BFA,region,10,wb,3,govtsupport,Nord,BFA.10_1,96.031746,126,1.7460318,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,651751.06
BFA,region,10,wb,2,remotelearning,Nord,BFA.10_1,4.0816345,98,2.0090094,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,22897.564
BFA,region,11,wb,2,remotelearning,Plateau-Central,BFA.11_1,40.384617,104,4.8346891,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,240424.33
BFA,region,11,wb,3,healthseeking,Plateau-Central,BFA.11_1,6.578949,76,2.8626611,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,58196.258
BFA,region,11,wb,3,fsec,Plateau-Central,BFA.11_1,73.684212,95,4.5418363,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,528236.56
BFA,region,11,wb,3,govtsupport,Plateau-Central,BFA.11_1,94.915253,118,2.0309989,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,603273.75
BFA,region,12,wb,3,govtsupport,Sahel,BFA.12_1,78.571426,112,3.8946412,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,474000.78
BFA,region,12,wb,3,healthseeking,Sahel,BFA.12_1,1.2820511,78,1.2820513,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,11639.247
BFA,region,12,wb,3,fsec,Sahel,BFA.12_1,70,90,4.8575206,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,475412.84
BFA,region,12,wb,2,remotelearning,Sahel,BFA.12_1,41.025642,39,7.9793496,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,91590.219
BFA,region,13,wb,2,remotelearning,Sud-Ouest,BFA.13_1,75,76,5,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,326290.16
BFA,region,13,wb,3,healthseeking,Sud-Ouest,BFA.13_1,1.6393433,61,1.6393442,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,11639.242
BFA,region,13,wb,3,fsec,Sud-Ouest,BFA.13_1,39.726028,73,5.7668176,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,218840.86
BFA,region,13,wb,3,govtsupport,Sud-Ouest,BFA.13_1,100,116,0,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,624819.25
BFA,region,1,wb,3,fsec,Boucle Du Mouhoun,BFA.1_1,36.781609,87,5.1998148,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,241479.55
BFA,region,1,wb,3,govtsupport,Boucle Du Mouhoun,BFA.1_1,96.694214,121,1.6321006,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,630205.56
BFA,region,1,wb,2,remotelearning,Boucle Du Mouhoun,BFA.1_1,22.368423,76,4.8117852,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,97314.617
BFA,region,1,wb,3,healthseeking,Boucle Du Mouhoun,BFA.1_1,8.1967239,61,3.5413883,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,58196.266
BFA,region,2,wb,3,healthseeking,Cascades,BFA.2_1,1.3888855,72,1.3888888,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,11639.221
BFA,region,2,wb,3,fsec,Cascades,BFA.2_1,45.454544,88,5.3383656,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,301849.44
BFA,region,2,wb,3,govtsupport,Cascades,BFA.2_1,98.290596,117,1.2035083,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,619432.88
BFA,region,2,wb,2,remotelearning,Cascades,BFA.2_1,24,75,4.9647408,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,103038.99
BFA,region,4,wb,3,govtsupport,Centre-Est,BFA.3_1,99.350647,154,.64935064,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,824115
BFA,region,4,wb,2,remotelearning,Centre-Est,BFA.3_1,35.211266,71,5.7087569,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,143109.7
BFA,region,4,wb,3,fsec,Centre-Est,BFA.3_1,55.284554,123,4.5014329,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,513144.06
BFA,region,4,wb,3,healthseeking,Centre-Est,BFA.3_1,2.0408173,98,1.4356172,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,23278.51
BFA,region,5,wb,3,govtsupport,Centre-Nord,BFA.4_1,79.285713,140,3.4373603,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,597887.38
BFA,region,5,wb,2,remotelearning,Centre-Nord,BFA.4_1,6.25,48,3.5308292,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,17173.164
BFA,region,5,wb,3,fsec,Centre-Nord,BFA.4_1,45.652172,92,5.22157,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,316941.91
BFA,region,5,wb,3,healthseeking,Centre-Nord,BFA.4_1,1.1764679,85,1.1764706,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,11639.223
BFA,region,6,wb,2,remotelearning,Centre-Ouest,BFA.5_1,17.721519,79,4.3236079,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,80141.438
BFA,region,6,wb,3,healthseeking,Centre-Ouest,BFA.5_1,0,37,0,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,0
BFA,region,6,wb,3,govtsupport,Centre-Ouest,BFA.5_1,98.333336,120,1.1735492,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,635592
BFA,region,6,wb,3,fsec,Centre-Ouest,BFA.5_1,49.253731,67,6.1538892,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,249025.78
BFA,region,7,wb,3,fsec,Centre-Sud,BFA.6_1,57.377048,61,6.3843288,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,264118.28
BFA,region,7,wb,2,remotelearning,Centre-Sud,BFA.6_1,8.6419754,81,3.141484,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,40070.719
BFA,region,7,wb,3,healthseeking,Centre-Sud,BFA.6_1,2.6315765,76,1.8483603,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,23278.475
BFA,region,7,wb,3,govtsupport,Centre-Sud,BFA.6_1,96.296295,108,1.8257067,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,560182.75
BFA,region,3,wb,3,govtsupport,Centre,BFA.7_1,97.587723,456,.71929294,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,2396936
BFA,region,3,wb,3,fsec,Centre,BFA.7_1,35.548172,301,2.7635393,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,807447.25
BFA,region,3,wb,3,healthseeking,Centre,BFA.7_1,2.5751038,233,1.0398929,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,69835.398
BFA,region,3,wb,2,remotelearning,Centre,BFA.7_1,18.493149,292,2.2759149,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,309116.94
BFA,region,8,wb,3,govtsupport,Est,BFA.8_1,97.65625,128,1.3424675,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,sp,673296.56
BFA,region,8,wb,3,healthseeking,Est,BFA.8_1,0,87,0,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,0
BFA,region,8,wb,3,fsec,Est,BFA.8_1,46.236561,93,5.1980729,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,hn,324488.19
BFA,region,8,wb,2,remotelearning,Est,BFA.8_1,16.304344,92,3.8724201,,,1,1,Burkina Faso,BF,20903000,SSF,Sub-Saharan Africa,ed,85865.813
