countrycode,group,groupvalue,sr,round,indicator,grouplabel,regid,value,ss,se,month,year,disagreggation,last,country,iso2,sp_pop_totl,regioncode,regionname,theme,abs
GHA,region,10,ipa,1,fsec,Oti,GH.OTI,,22,10.910894,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,
GHA,region,10,ipa,1,healthseeking,Oti,GH.OTI,,23,8.793911,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,
GHA,region,10,ipa,1,remotelearning,Oti,GH.OTI,,16,12.5,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,ed,
GHA,region,10,ipa,1,govtsupport,Oti,GH.OTI,,23,8.793911,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,sp,
GHA,region,11,ipa,1,healthseeking,Savannah,GH.SAV,,20,0,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,
GHA,region,11,ipa,1,govtsupport,Savannah,GH.SAV,,20,9.1766291,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,sp,
GHA,region,11,ipa,1,fsec,Savannah,GH.SAV,,20,11.470787,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,
GHA,region,11,ipa,1,remotelearning,Savannah,GH.SAV,,10,15.275252,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,ed,
GHA,region,12,ipa,1,remotelearning,Upper East,GH.UPE,37.037037,27,9.4705238,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,ed,93795.109
GHA,region,12,ipa,1,healthseeking,Upper East,GH.UPE,14.285714,35,6.0012002,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,41502.625
GHA,region,12,ipa,1,govtsupport,Upper East,GH.UPE,80,35,6.8599434,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,sp,230989.73
GHA,region,12,ipa,1,fsec,Upper East,GH.UPE,48.57143,35,8.5714283,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,141458.02
GHA,region,13,ipa,1,fsec,Upper West,GH.UPW,50,30,9.2847672,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,124815.88
GHA,region,13,ipa,1,remotelearning,Upper West,GH.UPW,,22,10.910894,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,ed,
GHA,region,13,ipa,1,govtsupport,Upper West,GH.UPW,80,30,7.4278135,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,sp,197991.19
GHA,region,13,ipa,1,healthseeking,Upper West,GH.UPW,10,30,5.5708599,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,24901.578
GHA,region,14,ipa,1,govtsupport,Volta,GH.VOL,82.19178,73,4.5087709,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,sp,494978
GHA,region,14,ipa,1,fsec,Volta,GH.VOL,54.794521,73,5.8654032,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,332842.34
GHA,region,14,ipa,1,remotelearning,Volta,GH.VOL,54,50,7.1199632,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,ed,253246.8
GHA,region,14,ipa,1,healthseeking,Volta,GH.VOL,16.438356,73,4.367837,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,99606.305
GHA,region,16,ipa,1,fsec,Western North,GH.WEN,,23,10.649956,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,
GHA,region,16,ipa,1,govtsupport,Western North,GH.WEN,,23,9.3618336,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,sp,
GHA,region,16,ipa,1,remotelearning,Western North,GH.WEN,,16,12.808688,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,ed,
GHA,region,16,ipa,1,healthseeking,Western North,GH.WEN,,22,6.2733231,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,
GHA,region,15,ipa,1,remotelearning,Western,GH.WES,30.555557,72,5.4668188,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,ed,206349.25
GHA,region,15,ipa,1,govtsupport,Western,GH.WES,78.571426,98,4.1662283,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,sp,635221.75
GHA,region,15,ipa,1,fsec,Western,GH.WES,53.608246,97,5.0897985,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,432695.03
GHA,region,15,ipa,1,healthseeking,Western,GH.WES,7.216495,97,2.6409667,,,1,1,Ghana,GH,31073000,SSF,Sub-Saharan Africa,hn,58103.684
KEN,region,30,wb,2,fsec,Baringo,KE.BA,37.037037,81,5.3990297,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,180616.38
KEN,region,30,wb,2,healthseeking,Baringo,KE.BA,,15,9.0851355,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,30,wb,2,remotelearning,Baringo,KE.BA,23.214287,56,5.6929388,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,84051.242
KEN,region,30,wb,2,govtsupport,Baringo,KE.BA,93.827164,81,2.6906784,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,457561.5
KEN,region,30,wb,2,schoolreturn,Baringo,KE.BA,2.272728,44,2.2727273,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,7049.4443
KEN,region,39,wb,2,schoolreturn,Bungoma,KE.BN,1.9417496,103,1.3662758,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.898
KEN,region,39,wb,2,fsec,Bungoma,KE.BN,30.625,160,3.6554511,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,295006.72
KEN,region,39,wb,2,healthseeking,Bungoma,KE.BN,4.7619019,42,3.3258586,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,56595.883
KEN,region,39,wb,2,remotelearning,Bungoma,KE.BN,19.658119,117,3.6898863,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,148706.03
KEN,region,39,wb,2,govtsupport,Bungoma,KE.BN,98.125,160,1.0757018,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,945225.63
KEN,region,36,wb,2,fsec,Bomet,KE.BO,34.782608,46,7.0999703,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,96328.727
KEN,region,36,wb,2,schoolreturn,Bomet,KE.BO,0,25,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,0
KEN,region,36,wb,2,remotelearning,Bomet,KE.BO,30,30,8.5096292,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,58189.316
KEN,region,36,wb,2,healthseeking,Bomet,KE.BO,,11,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,36,wb,2,govtsupport,Bomet,KE.BO,100,46,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,276945.09
KEN,region,40,wb,2,fsec,Busia,KE.BS,37.190083,121,4.4120159,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,270924.56
KEN,region,40,wb,2,remotelearning,Busia,KE.BS,24.175827,91,4.513082,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,142240.56
KEN,region,40,wb,2,govtsupport,Busia,KE.BS,97.52066,121,1.419468,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,710424.38
KEN,region,40,wb,2,healthseeking,Busia,KE.BS,0,32,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,0
KEN,region,40,wb,2,schoolreturn,Busia,KE.BS,4.1095886,73,2.3394864,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,21148.324
KEN,region,14,wb,2,schoolreturn,Embu,KE.EB,4.4444427,45,3.1067791,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.879
KEN,region,14,wb,2,remotelearning,Embu,KE.EB,21.568626,51,5.8166261,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,71120.273
KEN,region,14,wb,2,fsec,Embu,KE.EB,40.243904,82,5.448772,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,198678.03
KEN,region,14,wb,2,govtsupport,Embu,KE.EB,97.560974,82,1.7139716,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,481643.66
KEN,region,14,wb,2,healthseeking,Embu,KE.EB,,18,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,28,wb,2,remotelearning,Elgeyo-Marakwet,KE.EM,34,50,6.7672682,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,109913.16
KEN,region,28,wb,2,govtsupport,Elgeyo-Marakwet,KE.EM,100,68,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,409397.09
KEN,region,28,wb,2,schoolreturn,Elgeyo-Marakwet,KE.EM,7.6923065,39,4.3227038,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,21148.32
KEN,region,28,wb,2,fsec,Elgeyo-Marakwet,KE.EM,30.882353,68,5.6443281,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,126431.45
KEN,region,28,wb,2,healthseeking,Elgeyo-Marakwet,KE.EM,,9,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,7,wb,2,healthseeking,Garissa,KE.GA,,7,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,7,wb,2,remotelearning,Garissa,KE.GA,,14,9.7052317,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,7,wb,2,schoolreturn,Garissa,KE.GA,,12,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,7,wb,2,govtsupport,Garissa,KE.GA,,24,4.1666665,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,
KEN,region,7,wb,2,fsec,Garissa,KE.GA,,24,9.829464,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,43,wb,2,schoolreturn,Homa Bay,KE.HB,2.8169022,71,1.9775714,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.888
KEN,region,43,wb,2,fsec,Homa Bay,KE.HB,41.747574,103,4.8828406,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,258883.47
KEN,region,43,wb,2,healthseeking,Homa Bay,KE.HB,9.375,32,5.235146,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,84893.875
KEN,region,43,wb,2,remotelearning,Homa Bay,KE.HB,18.987343,79,4.4408002,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,96982.203
KEN,region,43,wb,2,govtsupport,Homa Bay,KE.HB,97.087379,103,1.6650348,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,602054.56
KEN,region,11,wb,2,govtsupport,Isiolo,KE.IS,96.428574,28,3.5714285,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,162554.73
KEN,region,11,wb,2,fsec,Isiolo,KE.IS,32.142857,28,8.9878979,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,54184.91
KEN,region,11,wb,2,healthseeking,Isiolo,KE.IS,,7,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,11,wb,2,remotelearning,Isiolo,KE.IS,,21,10.101525,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,11,wb,2,schoolreturn,Isiolo,KE.IS,,18,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,22,wb,2,healthseeking,Kiambu,KE.KB,,17,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,22,wb,2,govtsupport,Kiambu,KE.KB,99.065422,107,.93457943,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,638177.88
KEN,region,22,wb,2,schoolreturn,Kiambu,KE.KB,0,47,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,0
KEN,region,22,wb,2,remotelearning,Kiambu,KE.KB,12.5,56,4.4594131,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,45258.359
KEN,region,22,wb,2,fsec,Kiambu,KE.KB,39.252335,107,4.742907,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,252862.91
KEN,region,3,wb,2,fsec,Kilifi,KE.KF,46.590908,88,5.3480883,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,246842.36
KEN,region,3,wb,2,healthseeking,Kilifi,KE.KF,,15,6.6666665,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,3,wb,2,remotelearning,Kilifi,KE.KF,30.35714,56,6.1999388,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,109913.14
KEN,region,3,wb,2,govtsupport,Kilifi,KE.KF,96.590912,88,1.9454845,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,511746.38
KEN,region,3,wb,2,schoolreturn,Kilifi,KE.KF,6,50,3.3926692,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,21148.326
KEN,region,45,wb,2,schoolreturn,Kisii,KE.KI,7.31707,82,2.8935173,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,42296.633
KEN,region,45,wb,2,fsec,Kisii,KE.KI,43.150684,146,4.1131301,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,379294.38
KEN,region,45,wb,2,remotelearning,Kisii,KE.KI,24.761902,105,4.2324734,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,168102.45
KEN,region,45,wb,2,govtsupport,Kisii,KE.KI,99.315071,146,.68493152,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,872979.19
KEN,region,45,wb,2,healthseeking,Kisii,KE.KI,3.2258072,31,3.2258065,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,28297.965
KEN,region,34,wb,2,govtsupport,Kajiado,KE.KJ,97.590363,83,1.6934505,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,487664.19
KEN,region,34,wb,2,healthseeking,Kajiado,KE.KJ,,16,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,34,wb,2,remotelearning,Kajiado,KE.KJ,15.217392,46,5.3544793,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,45258.359
KEN,region,34,wb,2,fsec,Kajiado,KE.KJ,37.349396,83,5.3419213,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,186636.91
KEN,region,34,wb,2,schoolreturn,Kajiado,KE.KJ,2.8571396,35,2.8571429,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,7049.4341
KEN,region,37,wb,2,fsec,Kakamega,KE.KK,31.914894,141,3.9396601,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,270924.56
KEN,region,37,wb,2,remotelearning,Kakamega,KE.KK,22.772278,101,4.1936274,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,148706.03
KEN,region,37,wb,2,schoolreturn,Kakamega,KE.KK,1.25,80,1.25,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,7049.4419
KEN,region,37,wb,2,govtsupport,Kakamega,KE.KK,99.290779,141,.70921987,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,842876.44
KEN,region,37,wb,2,healthseeking,Kakamega,KE.KK,0,31,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,0
KEN,region,35,wb,2,remotelearning,Kericho,KE.KR,28.571426,70,5.4384785,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,129309.59
KEN,region,35,wb,2,schoolreturn,Kericho,KE.KR,9.5238113,63,3.7280066,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,42296.66
KEN,region,35,wb,2,govtsupport,Kericho,KE.KR,99.047623,105,.95238096,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,626136.81
KEN,region,35,wb,2,healthseeking,Kericho,KE.KR,0,28,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,0
KEN,region,35,wb,2,fsec,Kericho,KE.KR,26.666666,105,4.3362908,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,168575.28
KEN,region,15,wb,2,schoolreturn,Kitui,KE.KT,0,62,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,0
KEN,region,15,wb,2,fsec,Kitui,KE.KT,31.132076,106,4.5187454,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,198678.02
KEN,region,15,wb,2,healthseeking,Kitui,KE.KT,,17,8.0547438,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,15,wb,2,govtsupport,Kitui,KE.KT,99.056602,106,.94339621,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,632157.25
KEN,region,15,wb,2,remotelearning,Kitui,KE.KT,10.38961,77,3.5000319,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,51723.84
KEN,region,42,wb,2,remotelearning,Kisumu,KE.KU,19.230766,130,3.4699757,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,161636.97
KEN,region,42,wb,2,fsec,Kisumu,KE.KU,46.927376,179,3.7405753,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,505725.84
KEN,region,42,wb,2,healthseeking,Kisumu,KE.KU,2.173912,46,2.173913,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,28297.947
KEN,region,42,wb,2,govtsupport,Kisumu,KE.KU,96.648041,179,1.3490736,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,1041554.4
KEN,region,42,wb,2,schoolreturn,Kisumu,KE.KU,4.5871582,109,2.0130904,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,35247.227
KEN,region,2,wb,2,schoolreturn,Kwale,KE.KW,4.4444427,45,3.1067791,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.879
KEN,region,2,wb,2,healthseeking,Kwale,KE.KW,,21,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,2,wb,2,fsec,Kwale,KE.KW,31.111111,90,4.9072404,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,168575.28
KEN,region,2,wb,2,govtsupport,Kwale,KE.KW,88.888885,90,3.3312519,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,481643.66
KEN,region,2,wb,2,remotelearning,Kwale,KE.KW,21.666664,60,5.3634391,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,84051.227
KEN,region,20,wb,2,healthseeking,Kirinyaga,KE.KY,,16,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,20,wb,2,fsec,Kirinyaga,KE.KY,41.414143,99,4.97574,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,246842.39
KEN,region,20,wb,2,govtsupport,Kirinyaga,KE.KY,90.909088,99,2.9039843,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,541849.13
KEN,region,20,wb,2,remotelearning,Kirinyaga,KE.KY,36.065575,61,6.1992364,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,142240.56
KEN,region,20,wb,2,schoolreturn,Kirinyaga,KE.KY,8.6206894,58,3.717556,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,35247.207
KEN,region,31,wb,2,healthseeking,Laikipia,KE.LK,,21,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,31,wb,2,fsec,Laikipia,KE.LK,30.833334,120,4.2333598,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,222760.19
KEN,region,31,wb,2,govtsupport,Laikipia,KE.LK,94.166664,120,2.1484909,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,680321.63
KEN,region,31,wb,2,remotelearning,Laikipia,KE.LK,24.050636,79,4.8392496,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,122844.13
KEN,region,31,wb,2,schoolreturn,Laikipia,KE.LK,4.7619019,63,2.7045801,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,21148.313
KEN,region,5,wb,2,govtsupport,Lamu,KE.LM,100,75,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,451540.94
KEN,region,5,wb,2,schoolreturn,Lamu,KE.LM,4.4444427,45,3.1067791,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.879
KEN,region,5,wb,2,fsec,Lamu,KE.LM,32,75,5.4226751,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,144493.09
KEN,region,5,wb,2,healthseeking,Lamu,KE.LM,,12,13.055824,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,5,wb,2,remotelearning,Lamu,KE.LM,26.415092,53,6.1139064,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,90516.711
KEN,region,10,wb,2,healthseeking,Marsabit,KE.MB,,10,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,10,wb,2,govtsupport,Marsabit,KE.MB,100,53,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,319088.91
KEN,region,10,wb,2,schoolreturn,Marsabit,KE.MB,3.8461533,26,3.8461537,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,7049.4404
KEN,region,10,wb,2,remotelearning,Marsabit,KE.MB,40,35,8.4016809,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,90516.719
KEN,region,10,wb,2,fsec,Marsabit,KE.MB,47.169811,53,6.9226356,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,150513.64
KEN,region,16,wb,2,schoolreturn,Machakos,KE.MC,2.8571396,70,2.0056117,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.868
KEN,region,16,wb,2,remotelearning,Machakos,KE.MC,11.702126,94,3.333236,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,71120.266
KEN,region,16,wb,2,govtsupport,Machakos,KE.MC,96.688744,151,1.4609618,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,878999.69
KEN,region,16,wb,2,healthseeking,Machakos,KE.MC,,24,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,16,wb,2,fsec,Machakos,KE.MC,30.463575,151,3.7579498,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,276945.09
KEN,region,9,wb,2,schoolreturn,Mandera,KE.MD,,17,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,9,wb,2,healthseeking,Mandera,KE.MD,,7,14.285714,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,9,wb,2,fsec,Mandera,KE.MD,39.285713,28,9.398984,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,66226
KEN,region,9,wb,2,govtsupport,Mandera,KE.MD,92.85714,28,4.9563475,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,156534.19
KEN,region,9,wb,2,remotelearning,Mandera,KE.MD,,23,8.0810471,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,
KEN,region,12,wb,2,schoolreturn,Meru,KE.ME,0,48,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,0
KEN,region,12,wb,2,fsec,Meru,KE.ME,45.238094,84,5.4632664,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,228780.73
KEN,region,12,wb,2,remotelearning,Meru,KE.ME,22.222221,54,5.7106242,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,77585.75
KEN,region,12,wb,2,govtsupport,Meru,KE.ME,97.619049,84,1.6734147,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,493684.75
KEN,region,12,wb,2,healthseeking,Meru,KE.ME,,18,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,44,wb,2,schoolreturn,Migori,KE.MG,3.4482727,58,2.416816,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,14098.87
KEN,region,44,wb,2,govtsupport,Migori,KE.MG,96.511627,86,1.9901773,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,499705.28
KEN,region,44,wb,2,healthseeking,Migori,KE.MG,12,25,6.6332498,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,84893.875
KEN,region,44,wb,2,fsec,Migori,KE.MG,44.186047,86,5.3864732,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,228780.73
KEN,region,44,wb,2,remotelearning,Migori,KE.MG,26.470589,68,5.3898282,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,116378.64
KEN,region,17,wb,2,healthseeking,Makueni,KE.MK,,18,5.5555553,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,17,wb,2,govtsupport,Makueni,KE.MK,98.319328,119,1.1833684,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,704403.88
KEN,region,17,wb,2,schoolreturn,Makueni,KE.MK,4.2857132,70,2.4382343,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,21148.32
KEN,region,17,wb,2,remotelearning,Makueni,KE.MK,16.666664,78,4.2470598,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,84051.227
KEN,region,17,wb,2,fsec,Makueni,KE.MK,40.336136,119,4.5160823,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,288986.22
KEN,region,1,wb,2,schoolreturn,Mombasa,KE.MM,4.6875,64,2.6630254,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,21148.324
KEN,region,1,wb,2,remotelearning,Mombasa,KE.MM,17.948715,78,4.3733482,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,90516.703
KEN,region,1,wb,2,govtsupport,Mombasa,KE.MM,91.946312,149,2.236834,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,sp,824814.75
KEN,region,1,wb,2,healthseeking,Mombasa,KE.MM,,21,0,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,
KEN,region,1,wb,2,fsec,Mombasa,KE.MM,44.295303,149,4.0831366,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,hn,397356.03
KEN,region,21,wb,2,remotelearning,Muranga,KE.MU,16.36364,55,5.0343175,,,1,1,Kenya,KE,53771000,SSF,Sub-Saharan Africa,ed,58189.328
